area,rooms,floor,total_floors,year_built,district,material,renovation,dist_to_center,price
35.4,1,1,10,1978,Сарыарка,монолит,косметический,20.95,15.0
39.2,1,21,22,2005,Нура,панель,без ремонта,21.87,15.17
120.9,5,5,6,2004,Есиль,монолит,евро,0.85,233.65
125.3,3,20,22,2022,Есиль,монолит,евро,2.5,250.0
70.2,1,19,24,2010,Байконыр,панель,евро,11.26,68.99
60.7,2,9,19,1988,Байконыр,кирпич,без ремонта,9.21,47.34
68.0,1,9,18,2021,Сарыарка,панель,без ремонта,11.97,64.78
78.6,2,5,13,2020,Сарыарка,кирпич,евро,11.63,81.98
34.4,1,17,23,1974,Байконыр,панель,без ремонта,19.7,15.0
115.7,3,1,7,1971,Есиль,монолит,евро,1.97,230.93
35.2,1,1,11,2018,Нура,панель,без ремонта,20.38,15.0
104.7,3,7,7,2018,Алматы,кирпич,косметический,4.73,164.55
41.9,1,4,10,2015,Нура,панель,без ремонта,18.54,17.82
43.2,1,1,15,1990,Нура,кирпич,евро,21.39,20.15
98.9,2,9,12,2016,Байконыр,кирпич,евро,4.76,159.35
67.5,2,6,13,2010,Сарыарка,кирпич,косметический,9.94,66.02
108.9,3,3,9,2008,Алматы,монолит,косметический,4.28,160.87
34.8,1,6,12,1999,Нура,панель,косметический,19.51,15.0
125.8,5,7,15,1977,Алматы,монолит,дизайнерский,1.77,243.04
103.3,4,6,9,2009,Алматы,кирпич,евро,5.27,145.05
115.1,3,23,24,2017,Алматы,монолит,евро,1.44,250.0
38.6,1,21,23,2018,Нура,кирпич,без ремонта,21.18,16.66
68.3,3,20,23,1999,Сарыарка,монолит,косметический,10.89,65.28
72.5,3,3,5,1962,Сарыарка,монолит,косметический,10.1,57.47
76.0,2,9,15,2008,Байконыр,кирпич,косметический,11.04,76.38
34.2,2,3,21,1976,Нура,панель,евро,16.65,15.3
30.8,1,7,12,1973,Сарыарка,панель,косметический,18.48,15.0
73.4,2,7,9,1965,Сарыарка,кирпич,евро,11.31,72.74
41.1,1,16,17,1970,Сарыарка,панель,без ремонта,20.11,15.12
77.0,2,1,5,1992,Сарыарка,панель,евро,8.09,71.33
32.6,2,15,17,1978,Нура,панель,косметический,16.42,15.0
36.4,1,8,14,1985,Нура,кирпич,без ремонта,16.48,15.0
100.6,2,2,19,1993,Алматы,панель,евро,4.2,137.2
62.3,3,19,19,1994,Нура,кирпич,евро,8.32,60.27
78.5,2,8,16,1987,Байконыр,панель,без ремонта,9.35,65.28
78.1,2,7,17,1989,Сарыарка,кирпич,косметический,11.67,66.26
103.1,4,1,5,2018,Алматы,кирпич,евро,4.36,151.28
70.4,2,2,25,1978,Байконыр,монолит,евро,9.59,69.58
90.8,2,1,6,1960,Алматы,панель,косметический,4.82,108.54
128.7,5,7,25,2012,Есиль,монолит,евро,1.31,250.0
72.5,1,8,25,1965,Нура,кирпич,косметический,11.55,67.76
125.8,4,10,20,2011,Алматы,монолит,евро,2.15,250.0
109.0,3,13,20,1981,Алматы,кирпич,евро,5.96,155.94
37.3,1,5,5,2015,Нура,кирпич,евро,21.85,16.88
64.3,3,20,24,1971,Байконыр,кирпич,евро,9.85,60.43
109.1,5,8,16,1970,Алматы,монолит,евро,3.78,144.79
123.5,4,11,12,1986,Алматы,кирпич,евро,1.88,227.98
69.0,2,11,19,1987,Байконыр,кирпич,евро,9.16,71.16
32.8,2,7,16,2007,Сарыарка,панель,без ремонта,18.04,15.0
64.1,3,3,12,2002,Сарыарка,монолит,косметический,11.6,64.92
31.4,2,5,11,2025,Сарыарка,панель,косметический,16.27,15.0
95.5,3,1,7,2004,Алматы,монолит,дизайнерский,3.7,162.47
60.4,2,4,24,1973,Сарыарка,кирпич,косметический,10.24,52.52
102.6,4,18,18,1965,Алматы,монолит,евро,3.53,137.93
121.4,3,3,11,1977,Алматы,кирпич,дизайнерский,1.06,245.09
94.0,4,12,20,2024,Байконыр,панель,евро,5.07,149.07
100.9,4,2,19,2010,Байконыр,монолит,евро,4.35,168.53
105.4,4,5,7,2008,Алматы,монолит,косметический,4.17,163.32
129.8,5,8,8,1977,Есиль,кирпич,без ремонта,1.8,199.03
126.0,4,5,9,1990,Есиль,монолит,евро,0.95,250.0
35.2,2,1,7,2006,Нура,кирпич,без ремонта,17.32,15.0
79.6,3,1,22,2022,Сарыарка,кирпич,евро,9.44,75.05
44.3,1,7,8,1998,Нура,кирпич,евро,17.78,21.06
127.1,5,3,22,1961,Алматы,кирпич,евро,1.59,213.28
108.8,5,6,16,2016,Алматы,монолит,евро,3.61,182.42
65.2,1,6,7,2021,Байконыр,панель,косметический,8.18,64.2
39.2,2,12,22,1962,Нура,панель,косметический,19.36,15.0
71.9,2,7,8,1985,Байконыр,кирпич,евро,8.44,65.39
96.8,4,22,25,2024,Алматы,монолит,евро,5.67,166.3
35.7,1,4,5,2022,Нура,панель,косметический,21.46,15.98
30.6,1,17,18,2023,Нура,панель,без ремонта,21.91,15.0
127.4,3,1,11,2024,Алматы,монолит,дизайнерский,1.75,250.0
103.9,4,4,16,1961,Алматы,кирпич,евро,4.33,142.44
39.0,2,7,22,1969,Байконыр,панель,евро,19.56,15.0
31.4,2,20,21,1992,Нура,панель,косметический,19.9,15.0
115.3,4,7,10,1999,Алматы,кирпич,дизайнерский,1.84,250.0
104.3,4,2,6,1986,Байконыр,монолит,евро,4.82,169.53
94.4,2,3,10,1977,Байконыр,монолит,евро,3.34,153.04
66.0,3,17,21,1976,Сарыарка,панель,евро,8.56,52.24
38.1,1,13,15,1999,Нура,панель,без ремонта,17.25,16.6
41.3,2,1,20,2024,Нура,панель,евро,21.0,18.11
102.6,4,6,15,2014,Алматы,кирпич,евро,3.32,168.83
36.4,1,9,16,1971,Сарыарка,панель,без ремонта,16.52,15.0
34.5,1,2,6,1969,Нура,панель,без ремонта,15.74,15.0
103.1,2,4,5,1977,Алматы,монолит,без ремонта,3.2,138.45
115.8,5,15,19,2008,Алматы,монолит,дизайнерский,0.96,242.24
105.3,4,8,9,1960,Байконыр,кирпич,евро,4.1,141.29
67.4,1,10,12,2006,Сарыарка,кирпич,косметический,9.46,63.11
68.0,3,11,12,1998,Сарыарка,кирпич,евро,10.43,73.34
66.7,2,7,18,2003,Сарыарка,панель,косметический,9.23,58.09
72.7,1,8,24,2016,Байконыр,кирпич,косметический,8.26,72.0
79.2,4,7,20,1999,Сарыарка,панель,дизайнерский,9.06,78.83
68.6,2,16,18,2001,Сарыарка,панель,евро,9.63,71.45
110.0,5,15,22,1991,Байконыр,кирпич,косметический,4.42,139.99
118.0,5,5,15,2003,Алматы,монолит,евро,0.87,222.46
124.8,5,6,8,1985,Есиль,монолит,евро,1.17,226.12
30.7,2,4,15,1964,Нура,кирпич,косметический,21.81,15.0
79.5,4,7,25,1961,Байконыр,панель,евро,11.97,64.02
30.4,2,1,21,2007,Нура,панель,без ремонта,21.05,15.0
73.4,2,12,12,2002,Байконыр,панель,евро,9.57,71.83
36.5,2,3,11,1986,Сарыарка,панель,косметический,17.13,15.0
43.3,2,19,24,2009,Нура,панель,без ремонта,19.73,18.05
90.8,2,1,6,1991,Байконыр,монолит,евро,3.73,138.76
72.1,1,1,24,1976,Байконыр,монолит,евро,8.36,70.19
124.4,4,13,19,1998,Есиль,монолит,евро,1.79,250.0
33.7,1,3,21,1984,Сарыарка,панель,без ремонта,18.27,15.0
38.6,1,2,11,2024,Нура,кирпич,без ремонта,17.26,17.9
64.7,1,6,18,2007,Нура,монолит,косметический,10.32,65.28
40.3,2,7,11,2009,Нура,панель,без ремонта,17.01,16.89
30.9,2,1,5,2005,Байконыр,панель,евро,15.95,15.0
119.9,3,2,14,2005,Алматы,монолит,дизайнерский,2.38,250.0
32.3,2,9,25,2011,Сарыарка,кирпич,косметический,18.85,15.0
35.0,1,8,10,1988,Нура,кирпич,косметический,18.13,15.0
61.3,3,1,8,2014,Байконыр,кирпич,косметический,11.68,57.98
77.0,4,7,24,1962,Байконыр,кирпич,косметический,11.15,55.44
94.0,4,5,24,2003,Байконыр,монолит,евро,4.05,133.6
71.5,2,7,22,1995,Сарыарка,кирпич,косметический,11.34,61.3
92.9,2,7,25,1960,Алматы,монолит,евро,3.02,136.86
40.1,2,17,25,2003,Сарыарка,кирпич,без ремонта,18.59,17.08
68.3,1,2,24,1960,Нура,монолит,косметический,11.71,65.25
93.1,3,24,25,2006,Байконыр,монолит,евро,4.05,159.97
129.6,3,5,20,1994,Есиль,монолит,евро,2.1,250.0
76.2,4,11,11,2000,Байконыр,кирпич,евро,10.55,66.6
66.2,2,11,14,2000,Сарыарка,панель,косметический,11.98,56.64
36.6,1,5,12,1979,Нура,панель,косметический,16.51,15.45
41.0,1,5,15,2001,Нура,панель,без ремонта,21.57,17.59
43.0,2,18,19,1974,Сарыарка,кирпич,без ремонта,19.47,15.28
99.1,2,10,10,2010,Байконыр,кирпич,евро,3.36,168.13
41.4,2,4,5,1965,Сарыарка,панель,косметический,21.3,15.0
107.6,5,1,17,1969,Алматы,монолит,евро,3.39,144.86
44.9,1,23,25,2006,Нура,кирпич,косметический,15.76,20.86
116.4,5,11,23,1963,Есиль,монолит,евро,2.04,200.24
126.7,3,1,5,2024,Алматы,монолит,дизайнерский,1.29,250.0
41.3,2,14,17,1962,Сарыарка,кирпич,косметический,19.36,15.0
42.8,2,1,16,1994,Нура,панель,евро,20.95,18.19
42.5,1,5,13,2024,Нура,панель,косметический,17.32,19.86
122.2,3,2,19,2004,Алматы,монолит,дизайнерский,0.9,250.0
41.0,1,6,13,2001,Байконыр,панель,без ремонта,16.37,18.37
75.7,4,20,24,2005,Байконыр,кирпич,евро,8.13,73.8
66.6,3,4,24,2006,Байконыр,монолит,евро,11.34,65.71
99.0,2,3,18,1970,Алматы,монолит,евро,3.01,142.53
78.4,4,14,14,1980,Байконыр,панель,дизайнерский,11.43,73.83
65.4,3,4,17,1972,Байконыр,кирпич,косметический,11.67,57.76
121.3,4,3,23,1973,Есиль,монолит,евро,2.31,238.31
42.0,1,7,11,1973,Нура,панель,без ремонта,16.86,15.99
115.4,4,7,23,2002,Байконыр,монолит,дизайнерский,1.6,250.0
44.0,1,17,17,2021,Сарыарка,кирпич,без ремонта,16.91,20.84
62.8,3,1,6,1996,Байконыр,кирпич,евро,9.91,56.36
125.9,4,12,20,1961,Есиль,монолит,евро,0.88,231.3
103.4,2,9,9,2005,Алматы,кирпич,косметический,5.09,142.29
97.5,2,11,15,1995,Байконыр,монолит,евро,5.79,157.04
37.1,1,1,24,2011,Сарыарка,кирпич,косметический,18.13,17.89
74.0,2,4,21,1984,Сарыарка,кирпич,евро,11.15,75.22
63.3,2,3,19,1988,Сарыарка,кирпич,без ремонта,8.78,55.13
79.0,4,6,6,2003,Байконыр,кирпич,косметический,10.41,58.96
73.1,1,5,23,2006,Сарыарка,монолит,косметический,9.43,74.98
64.6,3,1,12,1974,Байконыр,кирпич,евро,10.38,56.07
64.2,2,3,6,1998,Байконыр,панель,евро,10.7,60.79
39.6,2,8,25,2023,Сарыарка,панель,евро,17.28,18.91
78.5,4,2,9,1964,Сарыарка,монолит,косметический,9.39,65.94
37.7,2,5,11,1981,Нура,кирпич,евро,16.9,16.07
126.6,5,7,7,1995,Есиль,монолит,евро,1.66,240.38
96.4,3,5,18,2021,Байконыр,монолит,евро,4.86,161.75
42.8,1,23,23,2023,Байконыр,панель,без ремонта,19.54,17.39
106.7,4,10,15,1998,Байконыр,кирпич,дизайнерский,3.29,182.52
119.8,3,9,23,1996,Есиль,монолит,евро,1.92,246.13
36.5,2,17,24,1987,Сарыарка,кирпич,косметический,15.37,15.0
42.3,2,9,23,1989,Сарыарка,панель,косметический,17.38,18.58
42.0,1,2,8,2008,Нура,кирпич,косметический,19.83,18.31
44.4,2,3,9,1995,Нура,кирпич,косметический,16.23,20.07
103.1,3,1,11,1996,Есиль,монолит,евро,5.97,152.04
122.8,3,12,18,2015,Алматы,монолит,дизайнерский,1.28,250.0
33.7,2,2,23,1969,Нура,панель,без ремонта,16.55,15.0
97.0,3,3,11,2023,Байконыр,монолит,евро,5.93,172.13
40.6,2,1,18,2006,Нура,панель,без ремонта,16.4,15.76
108.3,3,1,8,1998,Алматы,монолит,без ремонта,4.4,144.72
100.0,3,15,16,1998,Алматы,монолит,дизайнерский,3.32,171.78
72.2,3,1,21,1998,Байконыр,кирпич,евро,8.86,67.3
41.4,1,9,13,1997,Нура,кирпич,евро,15.01,18.24
93.8,4,3,8,1983,Алматы,монолит,евро,5.16,131.11
124.1,4,2,13,2008,Алматы,монолит,евро,0.72,250.0
44.0,1,7,21,1976,Сарыарка,панель,косметический,18.32,16.04
43.6,2,3,24,2003,Сарыарка,кирпич,без ремонта,15.27,18.64
38.6,2,6,17,1994,Нура,монолит,без ремонта,16.91,16.17
77.9,3,16,19,1984,Сарыарка,кирпич,косметический,9.29,74.79
99.7,3,9,13,2013,Байконыр,монолит,евро,5.88,155.26
103.5,4,20,24,1981,Байконыр,кирпич,евро,5.34,143.6
97.3,2,17,23,2003,Алматы,монолит,евро,4.87,168.06
120.5,4,24,25,1976,Есиль,кирпич,дизайнерский,1.82,228.97
106.9,4,3,23,1973,Байконыр,монолит,евро,4.83,146.35
38.7,1,3,16,1997,Нура,кирпич,без ремонта,21.96,15.84
62.2,1,11,25,2024,Байконыр,кирпич,косметический,10.66,63.73
32.5,1,9,17,1979,Сарыарка,панель,евро,21.43,15.0
78.5,4,14,17,1967,Сарыарка,монолит,евро,10.71,73.22
124.2,4,3,18,1967,Есиль,кирпич,без ремонта,0.77,199.51
100.7,2,1,8,1992,Алматы,монолит,дизайнерский,5.93,171.07
121.5,5,18,22,2011,Алматы,монолит,дизайнерский,1.48,250.0
70.4,1,7,12,2007,Байконыр,кирпич,дизайнерский,10.97,83.62
73.4,1,8,18,1973,Байконыр,панель,евро,8.51,73.82
67.5,1,5,22,2015,Сарыарка,кирпич,косметический,11.27,67.68
44.6,2,5,7,1970,Нура,панель,без ремонта,16.51,16.86
33.8,2,9,11,1996,Сарыарка,монолит,без ремонта,17.17,15.0
61.2,1,1,24,2016,Сарыарка,панель,косметический,10.75,51.35
40.9,1,1,12,2013,Нура,панель,косметический,18.25,19.38
128.2,5,15,18,2006,Есиль,монолит,дизайнерский,2.18,250.0
41.9,2,15,16,1981,Нура,панель,косметический,20.91,16.27
36.6,2,6,23,2010,Нура,панель,без ремонта,20.62,15.0
99.4,2,11,15,1985,Байконыр,монолит,косметический,3.22,138.99
33.2,1,11,13,1983,Сарыарка,кирпич,без ремонта,15.88,15.0
125.8,3,1,5,1995,Алматы,монолит,дизайнерский,2.5,250.0
107.2,5,3,14,2000,Есиль,монолит,дизайнерский,3.45,165.67
32.8,1,3,17,1973,Нура,панель,без ремонта,15.87,15.0
99.3,3,16,19,2021,Алматы,монолит,дизайнерский,5.49,170.93
98.3,3,17,21,2017,Сарыарка,монолит,дизайнерский,3.44,186.02
92.1,3,3,21,1978,Алматы,монолит,дизайнерский,4.15,150.75
97.2,2,3,14,1975,Алматы,монолит,евро,3.84,146.09
97.9,4,4,6,1964,Алматы,панель,евро,3.73,127.22
93.6,3,9,10,1986,Байконыр,кирпич,косметический,3.08,126.02
79.2,4,11,13,1971,Сарыарка,кирпич,косметический,8.12,63.58
101.8,4,5,25,2021,Байконыр,монолит,евро,4.7,166.26
116.7,5,9,21,2019,Есиль,монолит,дизайнерский,1.37,250.0
92.9,4,2,23,2014,Алматы,кирпич,косметический,4.2,125.38
94.5,4,7,25,1978,Байконыр,кирпич,дизайнерский,4.65,138.98
79.9,2,4,7,2005,Байконыр,панель,косметический,9.34,84.39
101.2,2,2,5,1992,Алматы,кирпич,косметический,3.91,148.14
127.0,5,11,17,1978,Есиль,монолит,дизайнерский,0.74,250.0
42.8,1,3,10,1995,Сарыарка,панель,без ремонта,17.92,17.23
37.7,2,13,23,1970,Нура,панель,без ремонта,21.09,15.0
67.3,1,9,14,2023,Сарыарка,кирпич,косметический,9.87,64.97
78.9,4,1,5,1970,Сарыарка,кирпич,евро,9.44,71.82
63.4,2,1,9,1979,Байконыр,монолит,евро,8.47,64.52
31.4,1,5,12,1974,Нура,кирпич,без ремонта,21.17,15.0
63.1,2,1,5,1994,Сарыарка,кирпич,косметический,8.83,56.93
95.4,2,2,11,2004,Байконыр,монолит,косметический,5.82,143.67
102.8,2,5,16,2023,Алматы,монолит,косметический,4.77,173.51
103.8,3,8,23,1985,Байконыр,монолит,евро,5.88,158.62
96.0,3,5,18,1973,Алматы,монолит,косметический,4.05,132.92
91.7,2,1,6,1961,Сарыарка,монолит,косметический,3.01,115.48
99.8,2,3,13,1999,Байконыр,кирпич,косметический,5.34,142.78
91.9,3,19,21,2024,Байконыр,кирпич,евро,5.48,156.22
61.5,2,9,12,1964,Сарыарка,монолит,косметический,8.1,53.14
100.3,3,8,16,2025,Алматы,кирпич,дизайнерский,3.18,152.27
40.8,2,1,25,1977,Сарыарка,панель,косметический,15.75,15.39
33.8,1,3,7,2019,Нура,кирпич,евро,19.02,18.98
67.8,1,14,15,1964,Байконыр,монолит,косметический,8.37,65.66
120.1,5,14,17,2018,Есиль,монолит,дизайнерский,1.59,250.0
104.5,4,16,21,1981,Байконыр,кирпич,евро,4.88,144.51
43.1,1,6,22,1978,Нура,кирпич,евро,16.09,20.38
102.4,4,5,11,1973,Алматы,монолит,евро,4.98,132.04
34.6,2,1,14,1968,Нура,монолит,без ремонта,19.8,15.0
99.0,3,19,22,2012,Байконыр,кирпич,косметический,3.44,149.6
108.9,5,3,22,1964,Алматы,монолит,без ремонта,4.66,138.4
92.0,4,14,22,1990,Алматы,монолит,евро,3.73,133.41
107.6,5,6,19,2022,Сарыарка,кирпич,косметический,3.05,165.32
61.0,3,6,10,1986,Нура,панель,косметический,9.07,48.79
67.9,1,10,12,2014,Сарыарка,кирпич,евро,11.28,61.37
129.0,3,6,18,2005,Есиль,монолит,евро,1.2,250.0
106.0,4,1,10,2012,Сарыарка,монолит,без ремонта,5.6,149.06
62.8,3,13,19,2022,Алматы,панель,без ремонта,10.11,56.89
74.6,2,8,15,1966,Байконыр,монолит,евро,9.7,74.49
33.0,1,2,14,1979,Сарыарка,кирпич,без ремонта,21.42,15.0
31.3,2,1,12,1981,Нура,панель,дизайнерский,18.18,15.0
37.7,1,12,21,1964,Нура,кирпич,косметический,15.58,15.13
76.7,4,9,14,1967,Нура,кирпич,косметический,10.65,59.19
124.1,4,2,11,1967,Есиль,кирпич,дизайнерский,2.31,226.78
73.8,3,8,13,2022,Байконыр,панель,косметический,10.17,62.75
36.8,2,7,15,2016,Байконыр,панель,косметический,19.05,15.0
41.3,1,3,17,1998,Сарыарка,монолит,без ремонта,17.86,18.25
64.0,3,16,25,2015,Сарыарка,панель,дизайнерский,8.53,58.9
98.4,2,8,12,1982,Байконыр,монолит,косметический,4.48,129.74
75.3,4,2,8,1991,Сарыарка,кирпич,косметический,8.89,63.77
93.1,3,17,25,2018,Алматы,монолит,евро,5.35,153.9
93.1,4,2,8,1969,Есиль,монолит,евро,5.17,126.07
37.0,1,14,23,1969,Сарыарка,панель,без ремонта,20.68,15.0
108.4,4,6,7,1994,Байконыр,монолит,косметический,5.98,164.9
115.4,3,12,12,1976,Есиль,монолит,евро,1.98,204.12
65.0,1,7,25,2004,Байконыр,монолит,косметический,8.89,65.27
35.2,1,3,8,2001,Сарыарка,кирпич,косметический,17.38,15.0
126.0,3,1,8,1981,Алматы,монолит,евро,1.43,250.0
117.0,3,17,17,1967,Есиль,панель,дизайнерский,2.07,214.06
75.2,3,3,8,1965,Сарыарка,кирпич,евро,10.4,64.36
71.3,3,5,5,1989,Сарыарка,панель,косметический,9.85,56.97
33.9,2,18,19,1981,Сарыарка,кирпич,косметический,21.12,15.0
94.7,2,12,25,1962,Алматы,монолит,евро,4.31,130.19
67.3,1,14,20,2005,Байконыр,кирпич,без ремонта,9.55,64.97
34.2,1,12,25,2023,Нура,панель,без ремонта,16.92,15.0
107.5,4,10,16,2024,Алматы,монолит,евро,4.28,184.01
128.2,3,5,17,1967,Алматы,монолит,евро,1.31,250.0
100.1,2,22,25,1972,Алматы,кирпич,дизайнерский,3.85,149.77
43.9,1,2,15,1988,Нура,кирпич,евро,16.1,18.61
32.5,1,4,5,2020,Сарыарка,панель,косметический,17.15,15.0
129.2,4,10,10,1997,Алматы,монолит,дизайнерский,1.64,250.0
125.4,4,15,18,1990,Есиль,кирпич,евро,2.36,239.33
61.7,2,18,23,2021,Сарыарка,кирпич,без ремонта,10.23,57.45
99.2,2,12,17,2003,Алматы,монолит,косметический,4.88,150.32
76.6,4,13,13,2025,Сарыарка,кирпич,без ремонта,11.88,61.64
78.8,2,10,11,2017,Сарыарка,панель,евро,9.26,86.94
44.8,1,6,19,2025,Сарыарка,панель,косметический,15.24,20.8
34.9,1,15,23,1996,Байконыр,панель,без ремонта,16.97,15.76
31.3,1,5,10,1984,Сарыарка,панель,косметический,19.62,15.0
123.0,4,5,16,1964,Алматы,монолит,евро,1.06,230.81
33.7,1,11,13,2008,Нура,панель,косметический,16.0,15.0
30.9,2,1,10,1977,Нура,кирпич,без ремонта,15.78,15.0
73.3,2,2,13,1960,Байконыр,кирпич,косметический,10.08,64.66
41.9,1,1,6,2012,Сарыарка,панель,косметический,15.93,19.47
37.7,1,4,16,1987,Нура,панель,косметический,15.54,15.0
79.3,3,4,7,1996,Байконыр,монолит,евро,9.92,84.78
78.7,4,14,14,2011,Байконыр,кирпич,евро,10.87,76.1
102.4,3,23,23,1981,Есиль,монолит,евро,4.46,150.75
124.0,5,8,8,2013,Байконыр,монолит,дизайнерский,1.26,250.0
35.1,1,8,10,1998,Сарыарка,кирпич,косметический,21.12,16.56
121.4,4,10,20,1997,Есиль,монолит,дизайнерский,2.29,250.0
116.3,3,19,24,1977,Алматы,монолит,евро,1.53,223.88
94.3,2,7,25,2012,Алматы,панель,дизайнерский,5.19,146.19
98.6,2,5,7,1975,Алматы,кирпич,дизайнерский,4.07,158.81
108.8,4,1,10,2000,Байконыр,панель,дизайнерский,3.39,170.85
94.8,4,23,25,2014,Алматы,кирпич,косметический,5.59,119.6
108.4,3,15,15,1967,Есиль,кирпич,дизайнерский,5.48,161.85
39.9,2,17,22,1986,Сарыарка,кирпич,без ремонта,21.61,15.05
128.9,5,1,5,2004,Есиль,монолит,дизайнерский,1.27,243.37
109.9,4,2,7,1978,Алматы,кирпич,дизайнерский,4.05,165.42
91.0,2,7,9,1961,Байконыр,монолит,косметический,5.07,128.43
63.9,2,3,6,1987,Сарыарка,кирпич,косметический,10.92,56.34
39.5,2,13,23,1992,Нура,панель,евро,15.33,16.49
74.6,1,9,21,2020,Байконыр,кирпич,косметический,10.92,84.51
67.0,2,11,13,2013,Байконыр,кирпич,косметический,8.81,63.97
69.8,1,1,6,1971,Сарыарка,кирпич,косметический,9.8,64.44
63.1,2,4,7,1978,Нура,панель,косметический,11.24,48.68
44.1,1,3,10,1972,Сарыарка,кирпич,косметический,20.32,18.31
79.5,2,14,20,2020,Байконыр,панель,евро,9.53,85.06
74.5,3,6,21,1983,Сарыарка,монолит,косметический,11.94,70.02
119.9,5,5,16,2018,Алматы,монолит,евро,0.77,250.0
44.4,1,5,24,1963,Сарыарка,панель,без ремонта,20.16,15.33
65.3,2,21,24,1996,Байконыр,монолит,косметический,9.46,65.65
40.2,1,5,21,1964,Сарыарка,панель,без ремонта,21.98,15.0
67.4,2,6,6,1996,Сарыарка,кирпич,евро,9.99,60.87
68.4,1,22,23,1960,Нура,панель,евро,9.9,59.13
100.6,4,24,24,1970,Алматы,монолит,косметический,4.48,130.09
119.7,3,6,16,1969,Есиль,монолит,евро,1.45,250.0
42.3,1,12,17,2006,Нура,панель,без ремонта,17.44,19.37
93.4,3,18,21,2002,Байконыр,монолит,дизайнерский,5.28,154.21
41.9,1,2,17,1996,Сарыарка,кирпич,без ремонта,17.0,18.06
37.4,1,1,12,1972,Нура,панель,косметический,18.17,15.0
75.0,1,4,19,1977,Алматы,панель,косметический,9.73,69.06
40.6,1,21,21,1984,Нура,панель,косметический,21.0,15.7
102.4,3,1,7,2024,Алматы,панель,косметический,4.17,146.74
109.8,4,15,19,2006,Байконыр,монолит,евро,4.61,173.16
107.9,4,7,8,1962,Алматы,кирпич,евро,3.17,141.21
78.5,3,16,17,1962,Байконыр,панель,косметический,11.38,59.84
108.5,5,4,7,1982,Байконыр,кирпич,евро,3.52,145.93
66.4,3,14,25,1973,Сарыарка,монолит,дизайнерский,8.62,65.0
31.2,1,15,19,1986,Нура,кирпич,без ремонта,20.1,15.0
41.4,1,9,14,2025,Сарыарка,панель,дизайнерский,18.3,22.69
94.3,2,12,15,1972,Сарыарка,монолит,косметический,5.35,135.81
117.9,3,7,18,1999,Есиль,монолит,дизайнерский,1.6,250.0
44.4,2,7,7,1991,Сарыарка,панель,без ремонта,16.71,17.01
69.5,3,7,15,2003,Байконыр,монолит,косметический,10.27,65.43
100.8,3,5,20,1996,Байконыр,монолит,евро,4.14,154.99
94.7,4,8,10,1994,Сарыарка,монолит,евро,3.11,143.57
71.9,2,10,15,1978,Сарыарка,кирпич,евро,10.47,70.03
108.0,4,1,11,2023,Байконыр,монолит,дизайнерский,3.5,183.1
93.8,4,2,8,1977,Алматы,монолит,косметический,4.23,115.26
129.9,3,1,25,1969,Алматы,монолит,дизайнерский,1.43,250.0
31.3,1,10,17,1966,Нура,кирпич,косметический,20.09,15.0
129.1,3,12,13,1964,Есиль,монолит,дизайнерский,1.2,250.0
42.5,1,4,12,1983,Сарыарка,кирпич,евро,20.98,17.66
120.2,3,3,19,2013,Алматы,монолит,евро,1.36,250.0
44.0,2,6,7,1970,Нура,панель,косметический,17.8,16.87
33.4,2,12,16,1960,Сарыарка,панель,косметический,19.68,15.0
37.9,1,5,9,1994,Нура,монолит,косметический,17.8,17.0
67.9,2,5,23,1997,Байконыр,монолит,евро,11.4,68.29
70.1,1,15,21,1997,Сарыарка,панель,евро,10.44,70.7
43.9,1,8,20,1960,Сарыарка,панель,без ремонта,18.35,16.72
62.1,2,2,8,1973,Сарыарка,кирпич,косметический,11.84,56.0
63.4,1,2,6,1982,Сарыарка,панель,косметический,11.49,52.53
93.1,4,1,14,2008,Алматы,монолит,косметический,5.15,129.66
118.9,3,6,12,2002,Алматы,монолит,евро,1.86,226.69
90.2,4,16,20,2013,Алматы,монолит,косметический,4.09,133.72
44.4,1,16,19,1996,Нура,панель,без ремонта,18.67,18.49
31.9,1,10,13,1986,Сарыарка,панель,косметический,20.43,15.0
127.1,4,8,8,1996,Алматы,панель,евро,2.3,209.26
35.2,1,11,11,1985,Нура,панель,без ремонта,21.84,15.0
68.0,2,4,15,1970,Сарыарка,кирпич,косметический,9.39,59.09
121.3,3,5,10,1998,Алматы,монолит,дизайнерский,1.87,250.0
129.5,5,4,11,1979,Алматы,монолит,евро,1.86,243.95
78.3,3,7,10,1977,Сарыарка,монолит,евро,11.44,77.12
93.6,4,6,6,2006,Алматы,кирпич,косметический,5.24,116.62
67.0,2,16,17,1964,Сарыарка,монолит,евро,11.83,63.11
93.8,4,3,25,1961,Байконыр,кирпич,дизайнерский,5.57,118.69
40.5,1,13,24,1983,Сарыарка,монолит,без ремонта,18.11,18.36
33.3,2,3,24,1999,Сарыарка,панель,без ремонта,17.4,15.0
91.5,4,6,18,2015,Алматы,монолит,косметический,4.02,131.65
34.9,2,10,20,1994,Нура,панель,евро,17.62,15.0
107.4,5,4,6,1977,Алматы,монолит,косметический,5.4,140.88
65.0,3,8,9,1982,Алматы,панель,евро,9.03,61.44
128.5,5,19,19,1984,Есиль,монолит,евро,2.17,226.66
105.6,3,9,25,1982,Байконыр,кирпич,дизайнерский,3.38,159.85
74.9,1,14,24,2004,Нура,панель,евро,10.44,74.17
